name,website,reviews_score,reviews_amount,phone,googlemaps_link,category,zone
PSM Estudio Jurídico  Contable,,,,2664034971,"https://www.google.com/maps/place/PSM+Estudio+Jur%C3%ADdico+%26+Contable/@-33.3017538,-66.3738896,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d439af1f57231b:0x2d8f9deb2807be05!8m2!3d-33.3055321!4d-66.3431244!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEJYmFycmlzdGVy4AEA!16s%2Fg%2F11fmrqhf22?entry=ttu",Abogado,san luis
ESTUDIO JURIDICO GATICA Y ASOCIADOS,estudio-gatica.com.ar,,,2664870760,"https://www.google.com/maps/place/ESTUDIO+JURIDICO+GATICA+Y+ASOCIADOS/@-33.3017538,-66.3738896,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43b61121d5f05:0xca82341a5288e7cc!8m2!3d-33.2976569!4d-66.3096657!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzWhUiE2Fib2dhZG8gZW4gc2FuIGx1aXOSARlnZW5lcmFsX3ByYWN0aWNlX2F0dG9ybmV54AEA!16s%2Fg%2F11v015p2l0?entry=ttu",Abogado,san luis
Estudio del Dr Nieto y la Dra Silvestre,,4.0,1,,"https://www.google.com/maps/place/Estudio+del+Dr+Nieto+y+la+Dra+Silvestre/@-33.2976569,-66.3457146,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43bff98b8797b:0xb81ddf1321cb6a2f!8m2!3d-33.3074214!4d-66.333448!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEGbGF3eWVy4AEA!16s%2Fg%2F1tcvqgg7?entry=ttu",Abogado,san luis
Estudio juridico dra. Martinuk,,,,2664403004,"https://www.google.com/maps/place/Estudio+juridico+dra.+Martinuk/@-33.3074214,-66.3694969,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43ba226689d59:0xbd8c495076cc90e0!8m2!3d-33.3099825!4d-66.3340872!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEGbGF3eWVy4AEA!16s%2Fg%2F11tw_09t5f?entry=ttu",Abogado,san luis
Federico Farias  Asoc. Estudio Jurídico,,5.0,3,2664853343,"https://www.google.com/maps/place/Federico+Farias+%26+Asoc.+Estudio+Jur%C3%ADdico/@-33.3074214,-66.3694969,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43b9838ac4cc7:0x7a5bbb22835f7668!8m2!3d-33.3078577!4d-66.3337159!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEObGVnYWxfc2VydmljZXPgAQA!16s%2Fg%2F11q3kxlm73?entry=ttu",Abogado,san luis
Estudio Juridico VignaleAsoc,,5.0,1,2665250751,"https://www.google.com/maps/place/Estudio+Juridico+Vignale%26Asoc/@-33.3074214,-66.3694969,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d4397cbba9a17d:0x45da05bc6fb85d79!8m2!3d-33.2945741!4d-66.3359324!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEZZ2VuZXJhbF9wcmFjdGljZV9hdHRvcm5leeABAA!16s%2Fg%2F11rzxlhhp2?entry=ttu",Abogado,san luis
Estudio Cerioni Valsecchi - Contadores Abogados,ceval.com.ar,,,2664713526,"https://www.google.com/maps/place/Estudio+Cerioni+Valsecchi+-+Contadores+Abogados/@-33.3074214,-66.3694969,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43bf8e81af84b:0x954bf0142549d127!8m2!3d-33.3082064!4d-66.3360941!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzWhUiE2Fib2dhZG8gZW4gc2FuIGx1aXOSAQZsYXd5ZXLgAQA!16s%2Fg%2F11j97xgwr2?entry=ttu",Abogado,san luis
Laborda Ibarra y Asociados - Escribanos y Abogados,,,,2664441619,"https://www.google.com/maps/place/Laborda+Ibarra+y+Asociados+-+Escribanos+y+Abogados/@-33.3074214,-66.3694969,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43bb60e433c51:0x164bf4d78555d522!8m2!3d-33.3055843!4d-66.3348135!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgENbm90YXJ5X3B1YmxpY-ABAA!16s%2Fg%2F11t9c_pdvf?entry=ttu",Abogado,san luis
Estudio Juridico Laboral,,,,2664410621,"https://www.google.com/maps/place/Estudio+Juridico+Laboral/@-33.3074214,-66.3694969,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43f2eb248898d:0xeaba620cda14f5eb!8m2!3d-33.2985576!4d-66.3163738!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEYbGFib3JfcmVsYXRpb25zX2F0dG9ybmV54AEA!16s%2Fg%2F11y2jr7d6x?entry=ttu",Abogado,san luis
Estudio Jurídico Ochoa Abogados,,,,,"https://www.google.com/maps/place/Estudio+Jur%C3%ADdico+Ochoa+Abogados/@-33.2985576,-66.3524227,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43d11915e0b81:0x88af9917757e9067!8m2!3d-33.3051346!4d-66.3147987!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEObGVnYWxfc2VydmljZXPgAQA!16s%2Fg%2F11tt6r8g09?entry=ttu",Abogado,san luis
Estudio Juridico Mi. Ra.,,,,,"https://www.google.com/maps/place/Estudio+Juridico+Mi.+Ra./@-33.3051059,-66.3508545,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d4395ac1ca53b7:0xd70a3f0c201e52c3!8m2!3d-33.2981177!4d-66.3455864!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEGbGF3eWVy4AEA!16s%2Fg%2F1tf6ndbm?entry=ttu",Abogado,san luis
Estudio Jurídico Pipitone,,5.0,1,2664209996,"https://www.google.com/maps/place/Estudio+Jur%C3%ADdico+Pipitone/@-33.2981177,-66.3816353,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43bd37599f9f7:0x1b10b4c902f18c48!8m2!3d-33.3078331!4d-66.3407348!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEGbGF3eWVy4AEA!16s%2Fg%2F11gnn8vfmc?entry=ttu",Abogado,san luis
Victor Nicanor Liceda - Abogado,,,,2664423960,"https://www.google.com/maps/place/Victor+Nicanor+Liceda+-+Abogado/@-33.2981177,-66.3816353,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43bffacf4ebe7:0x9951b4338899c1!8m2!3d-33.3076689!4d-66.3346529!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEGbGF3eWVy4AEA!16s%2Fg%2F11bbrkcqqh?entry=ttu",Abogado,san luis
Estudio Jurídico Valeria Manissero,,4.7,3,2664313037,"https://www.google.com/maps/place/Estudio+Jur%C3%ADdico+Valeria+Manissero/@-33.3076689,-66.3707018,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d4392449f107fd:0x9946b01c0a6b409f!8m2!3d-33.2722046!4d-66.347206!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEGbGF3eWVy4AEA!16s%2Fg%2F11hcdw5436?entry=ttu",Abogado,san luis
Estudio Juridico Ibañez y Asoc.,,4.1,8,,"https://www.google.com/maps/place/Estudio+Juridico+%22Iba%C3%B1ez+y+Asoc.%22/@-33.2722046,-66.3832549,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43950bbf1e6f3:0xf5b3d4124f2362a2!8m2!3d-33.3009296!4d-66.342875!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEIbGF3X2Zpcm3gAQA!16s%2Fg%2F11g8wns09g?entry=ttu",Abogado,san luis
Estudio Juridico Dr Juan Cruz Dominguez,,5.0,2,2664374417,"https://www.google.com/maps/place/Estudio+Juridico+Dr+Juan+Cruz+Dominguez/@-33.2722046,-66.3832549,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43bfe1317ac2b:0x5270d2949639880!8m2!3d-33.3072252!4d-66.3375082!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEGbGF3eWVy4AEA!16s%2Fg%2F1tjhyvt9?entry=ttu",Abogado,san luis
Estudio Jurídico Muñoz Olivera Aguirre,,,,2664989777,"https://www.google.com/maps/place/Estudio+Jur%C3%ADdico+Mu%C3%B1oz+Olivera+Aguirre/@-33.3072208,-66.3735583,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43fbcffc00b15:0x979a1554803c5b70!8m2!3d-33.2983361!4d-66.3237383!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEIbGF3X2Zpcm3gAQA!16s%2Fg%2F11ffm1_sbg?entry=ttu",Abogado,san luis
Frias  Asociados,,,,,"https://www.google.com/maps/place/Frias+%26+Asociados/@-33.2983361,-66.3597872,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43965257e1c7d:0xf595e14a00fbd026!8m2!3d-33.2975061!4d-66.3382307!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEGbGF3eWVy4AEA!16s%2Fg%2F11kqhc13rx?entry=ttu",Abogado,san luis
Estudio Abdala y Asociados,,,,2664836626,"https://www.google.com/maps/place/Estudio+Abdala+y+Asociados/@-33.2975228,-66.3739874,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d439b0a868f717:0x208446011dc60941!8m2!3d-33.3049303!4d-66.3353165!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEGbGF3eWVy4AEA!16s%2Fg%2F11krm0hd9l?entry=ttu",Abogado,san luis
Urtubey Delia del Carmen,,5.0,1,,"https://www.google.com/maps/place/Urtubey+Delia+del+Carmen/@-33.3049303,-66.3713654,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43bffb595a7f7:0xfd3e43f81b7f2c98!8m2!3d-33.3067039!4d-66.3346565!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEGbGF3eWVy4AEA!16s%2Fg%2F1tzvxrz1?entry=ttu",Abogado,san luis
Cangiano Hector A,,4.5,2,,"https://www.google.com/maps/place/Cangiano+Hector+A/@-33.3049303,-66.3713654,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43950586b7d71:0xac189f06dfa2b7c5!8m2!3d-33.2987935!4d-66.3418235!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEGbGF3eWVy4AEA!16s%2Fg%2F1tff_pyh?entry=ttu",Abogado,san luis
Sergio Alejandro Torres,,5.0,4,266154312148,"https://www.google.com/maps/place/Sergio+Alejandro+Torres/@-33.2987935,-66.3778724,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43b78058a720d:0x9173d31ebadfb0b!8m2!3d-33.309598!4d-66.3370618!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEIbGF3X2Zpcm3gAQA!16s%2Fg%2F11gv03fswz?entry=ttu",Abogado,san luis
Estudio Maldonado Paone  Asociados,,4.7,6,2664543718,"https://www.google.com/maps/place/Estudio+Maldonado+Paone+%26+Asociados/@-33.2987935,-66.3778724,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d4394d88bb5ac7:0x9760af35e4f506a1!8m2!3d-33.2948623!4d-66.3357039!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEObGVnYWxfc2VydmljZXPgAQA!16s%2Fg%2F11cjkdpkyh?entry=ttu",Abogado,san luis
Estudio Jurídico Pérez del Viso  Costanzo,,4.7,66,2664576817,"https://www.google.com/maps/place/Estudio+Jur%C3%ADdico+P%C3%A9rez+del+Viso+%26+Costanzo/@-33.2987935,-66.3778724,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43c01e1cd2619:0x7efe01cd182e24f9!8m2!3d-33.3040275!4d-66.3277173!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEGbGF3eWVy4AEA!16s%2Fg%2F1hc2jyl1x?entry=ttu",Abogado,san luis
Domeniconi Roberto O,,5.0,2,,"https://www.google.com/maps/place/Domeniconi+Roberto+O/@-33.2987935,-66.3778724,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d4394faa75f1c1:0xa111a191fffa96ab!8m2!3d-33.293601!4d-66.340951!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEGbGF3eWVy4AEA!16s%2Fg%2F1vc6fljd?entry=ttu",Abogado,san luis
Estudio Jurídico SM,,2.6,5,,"https://www.google.com/maps/place/Estudio+Jur%C3%ADdico+S%26M/@-33.2987935,-66.3778724,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d4394e3c38130b:0x797b7f86da86018a!8m2!3d-33.2949305!4d-66.3396017!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEGbGF3eWVy4AEA!16s%2Fg%2F11fz23xzyz?entry=ttu",Abogado,san luis
Estudio Jurídico Amaya Marcos Alejandro,,4.0,4,266154669779,"https://www.google.com/maps/place/Estudio+Jur%C3%ADdico+Amaya+Marcos+Alejandro/@-33.2987935,-66.3778724,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d4395b06fb4c9b:0x48d7227b6d887a3a!8m2!3d-33.2941899!4d-66.3202785!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEIbGF3X2Zpcm3gAQA!16s%2Fg%2F11f3s4k2_c?entry=ttu",Abogado,san luis
Garro Alfredo,,4.0,2,2664733361,"https://www.google.com/maps/place/Garro+Alfredo/@-33.2941899,-66.3563274,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43bff899729fd:0x72a1b2231dc3d2a6!8m2!3d-33.3065254!4d-66.3321965!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEGbGF3eWVy4AEA!16s%2Fg%2F1vfwf184?entry=ttu",Abogado,san luis
Estudio Jurídico Bustos Alcaraz,,,,2664835865,"https://www.google.com/maps/place/Estudio+Jur%C3%ADdico+Bustos+Alcaraz/@-33.2941899,-66.3563274,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d4391ed15fccab:0x64586df9abe3b4e!8m2!3d-33.3075791!4d-66.339877!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEJYmFycmlzdGVy4AEA!16s%2Fg%2F11t3zk9mmp?entry=ttu",Abogado,san luis
Salinas  Asociados,,,,,"https://www.google.com/maps/place/Salinas+%26+Asociados/@-33.3075791,-66.3759259,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43b0014a3b689:0xdf861688bc09f648!8m2!3d-33.3075343!4d-66.3334615!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgESY2l2aWxfbGF3X2F0dG9ybmV54AEA!16s%2Fg%2F11lczk70j1?entry=ttu",Abogado,san luis
ESTUDIO JURIDICO HERNAN GAROGLIO,,,,266154362914,"https://www.google.com/maps/place/ESTUDIO+JURIDICO+HERNAN+GAROGLIO/@-33.3075791,-66.3759259,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d439580cc7d61f:0x631178ddeebb451d!8m2!3d-33.3062557!4d-66.3349778!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEIbGF3X2Zpcm3gAQA!16s%2Fg%2F11f9ytt9jx?entry=ttu",Abogado,san luis
Samper Estudio Juridico,,5.0,2,,"https://www.google.com/maps/place/Samper+Estudio+Juridico/@-33.3075791,-66.3759259,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43bfdd5e80115:0xa069f0921dc6e491!8m2!3d-33.3079658!4d-66.3390329!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEGbGF3eWVy4AEA!16s%2Fg%2F1tfpqwts?entry=ttu",Abogado,san luis
Abogados,,,,2664424943,"https://www.google.com/maps/place/Abogados/@-33.3075791,-66.3759259,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43950fb6bd25b:0xccf866ccd11f7fc3!8m2!3d-33.2993559!4d-66.3413168!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEGbGF3eWVy4AEA!16s%2Fg%2F11h0_zvc6?entry=ttu",Abogado,san luis
Asesoria Amieva R.F.A,,,,2665108755,"https://www.google.com/maps/place/Asesoria+Amieva+R.F.A/@-33.3075791,-66.3759259,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d439abef9dbddf:0xbbdd2a76ac1ad298!8m2!3d-33.2893076!4d-66.3441517!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEGbGF3eWVy4AEA!16s%2Fg%2F11sz3l42gh?entry=ttu",Abogado,san luis
Bravo Pedetti Carlos M,,,,,"https://www.google.com/maps/place/Bravo+Pedetti+Carlos+M/@-33.3075791,-66.3759259,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43bfe1d46af81:0x66b6fde77c37f168!8m2!3d-33.3058615!4d-66.3370602!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEGbGF3eWVy4AEA!16s%2Fg%2F1tfd856r?entry=ttu",Abogado,san luis
Estudio Juridico Carbonell Daniela,,5.0,1,2665276471,"https://www.google.com/maps/place/Estudio+Juridico+Carbonell+Daniela/@-33.3075791,-66.3759259,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43bdea833b845:0xc6428d9c8fc32424!8m2!3d-33.3092086!4d-66.3447108!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEObGVnYWxfc2VydmljZXPgAQA!16s%2Fg%2F11p0zqcfq8?entry=ttu",Abogado,san luis
Estudio Juridico Panelo Mitre,,5.0,2,2664420243,"https://www.google.com/maps/place/Estudio+Juridico+Panelo+Mitre/@-33.3075791,-66.3759259,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43956fa346a33:0x7f12e531493ec0d5!8m2!3d-33.3035329!4d-66.3403803!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEGbGF3eWVy4AEA!16s%2Fg%2F11bbrnpnt7?entry=ttu",Abogado,san luis
"CACACE, ESTRADA  ASOC. - ABOGADOS",business.site,,,2664424629,"https://www.google.com/maps/place/CACACE,+ESTRADA+%26+ASOC.+-+ABOGADOS/@-33.3075791,-66.3759259,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d439568ca93195:0x4c306bbc8b48f55e!8m2!3d-33.2998445!4d-66.3382257!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEGbGF3eWVy4AEA!16s%2Fg%2F11h01hm62p?entry=ttu",Abogado,san luis
ESTUDIO JURIDICO CHIA  ASOCIADOS,,5.0,2,266154315790,"https://www.google.com/maps/place/ESTUDIO+JURIDICO+CHIA+%26+ASOCIADOS/@-33.3075791,-66.3759259,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d439dc2f3bba2d:0x87bb229a6fce2eef!8m2!3d-33.3063842!4d-66.3361931!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEIbGF3X2Zpcm3gAQA!16s%2Fg%2F11gmwbf9rc?entry=ttu",Abogado,san luis
Estudio Cacace - Dres M Laura- Diego Cacace y Carolina Scatena,,,,,"https://www.google.com/maps/place/Estudio+Cacace+-+Dres+M+Laura-+Diego+Cacace+y+Carolina+Scatena/@-33.3075791,-66.3759259,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43955399a5b25:0xec9abb93e40b8d29!8m2!3d-33.3033973!4d-66.332772!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEGbGF3eWVy4AEA!16s%2Fg%2F1vfzgbwc?entry=ttu",Abogado,san luis
Estudio Sur Despacho de Abogados,,5.0,1,2664791997,"https://www.google.com/maps/place/Estudio+Sur+Despacho+de+Abogados/@-33.3075791,-66.3759259,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d439d95667c5f5:0xcd7e15e3d6322546!8m2!3d-33.3022348!4d-66.3406425!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEKY29uc3VsdGFudOABAA!16s%2Fg%2F11l5vlgm_t?entry=ttu",Abogado,san luis
Estudio Juridico - Alejandro Ghibaudo,,4.8,8,2665104797,"https://www.google.com/maps/place/Estudio+Juridico+-+Alejandro+Ghibaudo/@-33.3075791,-66.3759259,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43bffa0c1bbd9:0xc2346c503a424416!8m2!3d-33.3078475!4d-66.3336978!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEGbGF3eWVy4AEA!16s%2Fg%2F1hc4q1hbz?entry=ttu",Abogado,san luis
Estudio Jurídico - Calderón Salomón  Putelli,,5.0,1,2664324806,"https://www.google.com/maps/place/Estudio+Jur%C3%ADdico+-+Calder%C3%B3n+Salom%C3%B3n+%26+Putelli/@-33.3075791,-66.3759259,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43bf6c30008ad:0x442d0335f05165f4!8m2!3d-33.3070105!4d-66.3365821!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEIbGF3X2Zpcm3gAQA!16s%2Fg%2F11jygk6pv7?entry=ttu",Abogado,san luis
FOTO ESTUDIO HEREDIA,,,,2664500227,"https://www.google.com/maps/place/FOTO+ESTUDIO+%22HEREDIA%22/@-33.3075791,-66.3759259,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43950fbb9016d:0x1435fdc10f1f42cf!8m2!3d-33.2992692!4d-66.3413506!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEGbGF3eWVy4AEA!16s%2Fg%2F11hblr6md_?entry=ttu",Abogado,san luis
ESTUDIO JURIDICO GOMEZ  ECHEVARRIA,,,,2657303018,"https://www.google.com/maps/place/ESTUDIO+JURIDICO+GOMEZ+%26+ECHEVARRIA/@-33.3075791,-66.3759259,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43f0d1b7979d9:0x6e9fec5e76b14d3e!8m2!3d-33.297028!4d-66.3271248!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEGbGF3eWVy4AEA!16s%2Fg%2F11vbssxb7m?entry=ttu",Abogado,san luis
