name,website,reviews_score,reviews_amount,phone,googlemaps_link,category,zone
Roca Motores venta de autos,,4.9,19,2664403663,"https://www.google.com/maps/place/Roca+Motores+venta+de+autos/@-33.3086298,-66.3650871,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d43bfb9ff27ebd:0x18fc065e46c6bd18!8m2!3d-33.3132518!4d-66.3407717!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzWi0iK2NvbmNlc2lvbmFyaW8gZGUgYXV0b23Do8KzdmlsZXMgZW4gc2FuIGx1aXOSARJhdXRvbWF0aW9uX2NvbXBhbnngAQA!16s%2Fg%2F11f3wb6r1x?entry=ttu",Concesionario de automÃ³viles,san luis
Automotores Loche,,,,,"https://www.google.com/maps/place/Automotores+Loche/@-33.3132518,-66.3768206,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d43eac724f4f95:0x53780fa6873dd3ba!8m2!3d-33.2982257!4d-66.3277409!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzkgEKY2FyX2RlYWxlcuABAA!16s%2Fg%2F11k5lkdwcn?entry=ttu",Concesionario de automÃ³viles,san luis
.,,1.0,1,2664663307,"https://www.google.com/maps/place/@-33.2982257,-66.3637898,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d4394c3d6510ff:0x6bbc251d71cdc1de!8m2!3d-33.2924101!4d-66.3314082!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzkgEMaG9uZGFfZGVhbGVy4AEA!16s%2Fg%2F11hf3gqqzx?entry=ttu",Concesionario de automÃ³viles,san luis
Trigenio SAS,,,,2664652073,"https://www.google.com/maps/place/Trigenio+SAS/@-33.2982257,-66.3637898,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d439cc26720d7d:0x59e38b6d004bee!8m2!3d-33.3006332!4d-66.3334449!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzWi0iK2NvbmNlc2lvbmFyaW8gZGUgYXV0b23Do8KzdmlsZXMgZW4gc2FuIGx1aXOSAQpjYXJfZGVhbGVy4AEA!16s%2Fg%2F11vctzm0_9?entry=ttu",Concesionario de automÃ³viles,san luis
PARIS Chevrolet - San Luis,chevroletparis.com.ar,4.4,150,2664001040,"https://www.google.com/maps/place/PARIS+Chevrolet+-+San+Luis/@-33.2982257,-66.3637898,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d43b117358c6eb:0x1f7f75aa56977101!8m2!3d-33.2971521!4d-66.2977067!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzWi0iK2NvbmNlc2lvbmFyaW8gZGUgYXV0b23Do8KzdmlsZXMgZW4gc2FuIGx1aXOSARBjaGV2cm9sZXRfZGVhbGVymgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU50YnpSdGVXdEJSUkFC4AEA!16s%2Fg%2F11rbhg44m7?entry=ttu",Concesionario de automÃ³viles,san luis
Doral Automotores,,2.0,1,,"https://www.google.com/maps/place/Doral+Automotores/@-33.2971521,-66.3337556,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d43b538e60d2b7:0xdacc2d7f55875d7!8m2!3d-33.3082544!4d-66.3352147!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzkgEKY2FyX2RlYWxlcuABAA!16s%2Fg%2F11mg0cgks8?entry=ttu",Concesionario de automÃ³viles,san luis
HR-AUTOS,,4.8,34,2664661685,"https://www.google.com/maps/place/HR-AUTOS/@-33.3082544,-66.3712636,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d4394dc893233f:0x1a5f577ae7726c5c!8m2!3d-33.2989112!4d-66.3230262!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzWi0iK2NvbmNlc2lvbmFyaW8gZGUgYXV0b23Do8KzdmlsZXMgZW4gc2FuIGx1aXOSAQthdXRvX2Jyb2tlcuABAA!16s%2Fg%2F11hbgk1wks?entry=ttu",Concesionario de automÃ³viles,san luis
Multimarcas España,,5.0,5,2664427756,"https://www.google.com/maps/place/Multimarcas+Espa%C3%B1a/@-33.2964955,-66.3752332,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d43951e875aecb:0xb7d36d51d01c567f!8m2!3d-33.2964955!4d-66.3391843!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzWi0iK2NvbmNlc2lvbmFyaW8gZGUgYXV0b23Do8KzdmlsZXMgZW4gc2FuIGx1aXOSAQthdXRvX2Jyb2tlcpoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VNd2EzRTJkV3huUlJBQuABAA!16s%2Fg%2F11hbllvdkq?entry=ttu",Concesionario de automÃ³viles,san luis
Concesionario Oficial Autocity Nissan San Luis,autocity.com.ar,5.0,5,8108884000,"https://www.google.com/maps/place/Concesionario+Oficial+Autocity+Nissan+San+Luis/@-33.2964955,-66.3752332,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d43d5d72935567:0x4de8b3617050adcd!8m2!3d-33.3031343!4d-66.3178773!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzWi0iK2NvbmNlc2lvbmFyaW8gZGUgYXV0b23Do8KzdmlsZXMgZW4gc2FuIGx1aXOSAQ1uaXNzYW5fZGVhbGVy4AEA!16s%2Fg%2F11kb2b1p76?entry=ttu",Concesionario de automÃ³viles,san luis
tatoo,,,,,"https://www.google.com/maps/place/tatoo/@-33.3031343,-66.3539262,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d439e94f6ec959:0xc084fa26a4cb903b!8m2!3d-33.3062497!4d-66.3480352!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzkgEKY2FyX2RlYWxlcuABAA!16s%2Fg%2F11s4nwq3dm?entry=ttu",Concesionario de automÃ³viles,san luis
Automotores valenzuela,,5.0,1,2664836816,"https://www.google.com/maps/place/Automotores+valenzuela/@-33.3062497,-66.3840841,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d43ea8407b745f:0x94e53d9ddf5f96ed!8m2!3d-33.3014757!4d-66.3216686!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzkgELYXV0b19icm9rZXLgAQA!16s%2Fg%2F11hbn52qb4?entry=ttu",Concesionario de automÃ³viles,san luis
Emiliano Automotores ( EA ),,5.0,2,2664507433,"https://www.google.com/maps/place/Emiliano+Automotores+(+EA+)/@-33.3014757,-66.3577175,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d439584c409e57:0x295982c52f74f485!8m2!3d-33.3053071!4d-66.3457752!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzkgELYXV0b19icm9rZXLgAQA!16s%2Fg%2F11f3tspbyx?entry=ttu",Concesionario de automÃ³viles,san luis
vg automotores,,3.0,1,2664833332,"https://www.google.com/maps/place/vg+automotores/@-33.3053071,-66.3818241,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d43fa2e4eb77e3:0x6e3621d19631d9b7!8m2!3d-33.2882753!4d-66.3224797!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzkgELYXV0b19icm9rZXLgAQA!16s%2Fg%2F11fkshyf8s?entry=ttu",Concesionario de automÃ³viles,san luis
Martínez automotores  lubri,,4.8,13,2664482611,"https://www.google.com/maps/place/Mart%C3%ADnez+automotores+%26+lubri/@-33.2882753,-66.3585286,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d43feb081f0341:0xded5faa573f3a07d!8m2!3d-33.2956984!4d-66.3141857!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzWi0iK2NvbmNlc2lvbmFyaW8gZGUgYXV0b23Do8KzdmlsZXMgZW4gc2FuIGx1aXOSARRtb3Rvcl92ZWhpY2xlX2RlYWxlcuABAA!16s%2Fg%2F11g_nkp351?entry=ttu",Concesionario de automÃ³viles,san luis
NUOVO AUTOS,,5.0,4,2664503451,"https://www.google.com/maps/place/NUOVO+AUTOS/@-33.2912047,-66.3116338,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d43fa44c1fdc19:0x75e9f18f69032cd0!8m2!3d-33.2912047!4d-66.2755849!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzkgELYXV0b19icm9rZXLgAQA!16s%2Fg%2F11stwfbf30?entry=ttu",Concesionario de automÃ³viles,san luis
Hino Avanz San Luis,hinoavanz.com,5.0,1,266154583186,"https://www.google.com/maps/place/Hino+Avanz+San+Luis/@-33.2912047,-66.3116338,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d43f915511acd9:0xf79582da23cfb4ae!8m2!3d-33.3166937!4d-66.3275444!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzWi0iK2NvbmNlc2lvbmFyaW8gZGUgYXV0b23Do8KzdmlsZXMgZW4gc2FuIGx1aXOSAQx0cnVja19kZWFsZXLgAQA!16s%2Fg%2F11hyjmcw4y?entry=ttu",Concesionario de automÃ³viles,san luis
Caldera Automotores,,4.7,20,2664017417,"https://www.google.com/maps/place/Caldera+Automotores/@-33.2930121,-66.351171,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d43ea48e6ea525:0x830c88c2b0631642!8m2!3d-33.2930121!4d-66.3151221!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzWi0iK2NvbmNlc2lvbmFyaW8gZGUgYXV0b23Do8KzdmlsZXMgZW4gc2FuIGx1aXOSAQpjYXJfZGVhbGVymgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU41TlZsaGExRlJFQUXgAQA!16s%2Fg%2F11h0mw65gg?entry=ttu",Concesionario de automÃ³viles,san luis
Automotores Cars fly,,,,,"https://www.google.com/maps/place/Automotores+Cars+fly/@-33.2930121,-66.351171,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d43bfc2ea2a4a3:0x82a1aa8989bcf852!8m2!3d-33.3109329!4d-66.3407387!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzkgEKY2FyX2RlYWxlcuABAA!16s%2Fg%2F11nnsb_3ry?entry=ttu",Concesionario de automÃ³viles,san luis
automotores A Y D,webnode.com,2.3,3,2664427843,"https://www.google.com/maps/place/automotores+A+Y+D/@-33.3109329,-66.3767876,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d4395abeefb47b:0x1bb7951a649a32ba!8m2!3d-33.2980642!4d-66.3451401!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzWi0iK2NvbmNlc2lvbmFyaW8gZGUgYXV0b23Do8KzdmlsZXMgZW4gc2FuIGx1aXOSAQthdXRvX2Jyb2tlcuABAA!16s%2Fg%2F11f3s65p_6?entry=ttu",Concesionario de automÃ³viles,san luis
Todo Ford,,3.0,1,,"https://www.google.com/maps/place/Todo+Ford/@-33.3109329,-66.3767876,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d4394f74de37bf:0x889190128f77f2a2!8m2!3d-33.2934778!4d-66.3424525!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzWi0iK2NvbmNlc2lvbmFyaW8gZGUgYXV0b23Do8KzdmlsZXMgZW4gc2FuIGx1aXOSARRtb3Rvcl92ZWhpY2xlX2RlYWxlcuABAA!16s%2Fg%2F11fsmvfwcj?entry=ttu",Concesionario de automÃ³viles,san luis
Automotores Villa María S.A Sucursal San Luis,,,,,"https://www.google.com/maps/place/Automotores+Villa+Mar%C3%ADa+S.A+Sucursal+San+Luis/@-33.2709798,-66.2392706,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d41564d06b3c75:0x6074e84c7bde74f7!8m2!3d-33.2709798!4d-66.2032217!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzkgEKY2FyX2RlYWxlcuABAA!16s%2Fg%2F11sw05m3l0?entry=ttu",Concesionario de automÃ³viles,san luis
"Autosalon San Luis, Repuestos de Automotor",,4.6,124,2664438351,"https://www.google.com/maps/place/Autosalon+San+Luis,+Repuestos+de+Automotor/@-33.2709798,-66.2392706,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d4394f750ba9e1:0xdf2a520773a0aca9!8m2!3d-33.3022846!4d-66.3495083!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzkgERYXV0b19tYWNoaW5lX3Nob3DgAQA!16s%2Fg%2F1tfb7rq2?entry=ttu",Concesionario de automÃ³viles,san luis
Paone Automotores,,,,,"https://www.google.com/maps/place/Paone+Automotores/@-33.3022846,-66.3855572,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d439553437c367:0xbfbc4c8126dce655!8m2!3d-33.3034254!4d-66.3322076!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzWi0iK2NvbmNlc2lvbmFyaW8gZGUgYXV0b23Do8KzdmlsZXMgZW4gc2FuIGx1aXOSARRtb3Rvcl92ZWhpY2xlX2RlYWxlcuABAA!16s%2Fg%2F11fr3lrdt5?entry=ttu",Concesionario de automÃ³viles,san luis
Multimarcas,,,,,"https://www.google.com/maps/place/Multimarcas/@-33.3034254,-66.3682565,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d43eaee4aad8f9:0x3a1da30d62230cd8!8m2!3d-33.2958632!4d-66.3233865!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzkgEUbW90b3JfdmVoaWNsZV9kZWFsZXLgAQA!16s%2Fg%2F11flt2y34s?entry=ttu",Concesionario de automÃ³viles,san luis
Hino,,,,,"https://www.google.com/maps/place/Hino/@-33.2958632,-66.3594354,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d43e832c40bdb3:0x58cf532106c072e2!8m2!3d-33.2945519!4d-66.2958443!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzkgEUbW90b3JfdmVoaWNsZV9kZWFsZXLgAQA!16s%2Fg%2F11h0mw09vd?entry=ttu",Concesionario de automÃ³viles,san luis
Carlo Cozzolino Autos,,3.9,12,2664614942,"https://www.google.com/maps/place/Carlo+Cozzolino+Autos/@-33.2945519,-66.3318932,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d43eb494fa7c11:0x2776ffeca1b088a1!8m2!3d-33.2874193!4d-66.330327!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzWi0iK2NvbmNlc2lvbmFyaW8gZGUgYXV0b23Do8KzdmlsZXMgZW4gc2FuIGx1aXOSARNhdXRvX2NoZW1pc3RyeV9zaG9w4AEA!16s%2Fg%2F11ggnc646d?entry=ttu",Concesionario de automÃ³viles,san luis
Elevanz S.A. - Concesionario Toyota Equipos Industriales,elevanz.com,4.5,46,2664910081,"https://www.google.com/maps/place/Elevanz+S.A.+-+Concesionario+Toyota+Equipos+Industriales/@-33.2874193,-66.3663759,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d43e9cbe28a6cb:0x3ed5ce88757815f9!8m2!3d-33.3170585!4d-66.3275376!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzWi0iK2NvbmNlc2lvbmFyaW8gZGUgYXV0b23Do8KzdmlsZXMgZW4gc2FuIGx1aXOSAQ10b3lvdGFfZGVhbGVy4AEA!16s%2Fg%2F11fy2y2wv0?entry=ttu",Concesionario de automÃ³viles,san luis
Autocity Renault Postventa,autocity.com.ar,4.4,57,8104442489,"https://www.google.com/maps/place/Autocity+Renault+Postventa/@-33.2874193,-66.3663759,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d439183491a6b9:0xa28ec7408081e909!8m2!3d-33.292335!4d-66.3407079!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzkgEKY2FyX3JlcGFpcuABAA!16s%2Fg%2F11h3jh4ptf?entry=ttu",Concesionario de automÃ³viles,san luis
Garage detailing,,,,2664196373,"https://www.google.com/maps/place/Garage+detailing/@-33.292335,-66.3767568,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d43fdf1b880ced:0x255814dfedc7ec78!8m2!3d-33.2816484!4d-66.3005006!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzkgELYXV0b19icm9rZXLgAQA!16s%2Fg%2F11svny4nj1?entry=ttu",Concesionario de automÃ³viles,san luis
Renault Servicios,,3.8,26,2664420903,"https://www.google.com/maps/place/Renault+Servicios/@-33.2816484,-66.3365495,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d43eb25fe7458d:0x960ede87b0ea427f!8m2!3d-33.2922879!4d-66.3303331!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzkgERYXV0b19tYWNoaW5lX3Nob3DgAQA!16s%2Fg%2F11b5wmh1k6?entry=ttu",Concesionario de automÃ³viles,san luis
MJ equipamientos 4x4,,5.0,5,2664213002,"https://www.google.com/maps/place/MJ+equipamientos+4x4/@-33.2922879,-66.366382,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d439b2c9e6b2c3:0xa91ffb683849714b!8m2!3d-33.287037!4d-66.3425445!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzkgEKY2FyX3JlcGFpcuABAA!16s%2Fg%2F11h4ch5nts?entry=ttu",Concesionario de automÃ³viles,san luis
Mecánica Fiat,,2.5,2,,"https://www.google.com/maps/place/Mec%C3%A1nica+Fiat/@-33.287037,-66.3785934,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d439536e5ca9ad:0xf6dc5a0651b8c9f0!8m2!3d-33.2991274!4d-66.3340168!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzkgEQYXV0b19yZXBhaXJfc2hvcOABAA!16s%2Fg%2F11fnnm3yyl?entry=ttu",Concesionario de automÃ³viles,san luis
Fabian Martin Division Automotores S.R.L,,4.4,155,2664651114,"https://www.google.com/maps/place/Fabian+Martin+Division+Automotores+S.R.L/@-33.2991274,-66.3700657,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d43be4d328d0d7:0xd316346a7fb3f03c!8m2!3d-33.3166618!4d-66.3416976!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzWi0iK2NvbmNlc2lvbmFyaW8gZGUgYXV0b23Do8KzdmlsZXMgZW4gc2FuIGx1aXOSARd0cnVja19hY2Nlc3Nvcmllc19zdG9yZeABAA!16s%2Fg%2F1tfk5mmm?entry=ttu",Concesionario de automÃ³viles,san luis
Centro Quiropractico San Luis,,4.8,4,2664612427,"https://www.google.com/maps/place/Centro+Quiropractico+San+Luis/@-33.2983383,-66.3457063,16z/data=!4m10!1m2!2m1!1sQuiropr%C3%83%C2%A1ctico+en+san+luis!3m6!1s0x95d4395744333ce1:0x27026d5ed925aeeb!8m2!3d-33.302731!4d-66.3427733!15sChxRdWlyb3Byw4PCoWN0aWNvIGVuIHNhbiBsdWlzkgEObWVkaWNhbF9jZW50ZXLgAQA!16s%2Fg%2F11h75pqxkp?entry=ttu",QuiroprÃ¡ctico,san luis
Quiropraxia Eduardo R. Maraboli,,5.0,1,2664517208,"https://www.google.com/maps/place/Quiropraxia+Eduardo+R.+Maraboli/@-33.2983383,-66.3457063,16z/data=!4m10!1m2!2m1!1sQuiropr%C3%83%C2%A1ctico+en+san+luis!3m6!1s0x95d439ef9ae98db7:0x4434cffd2e8d385c!8m2!3d-33.2939458!4d-66.3383396!15sChxRdWlyb3Byw4PCoWN0aWNvIGVuIHNhbiBsdWlzkgEMY2hpcm9wcmFjdG9y4AEA!16s%2Fg%2F11kp8720xx?entry=ttu",QuiroprÃ¡ctico,san luis
